	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54
182	-0.1169	12.02988	-0.90703	0.00036	0.00585	-0.00011	0.03399	57.93249	0.12058	0.00041	0.01602	-5e-05	0.0497	-15.58965	0.56554	-8e-05	-0.00242	0.00031	-0.08134	-39.57662	-0.45365	-0.00031	-0.00859	-0.00018	-0.02614	-9.38364	-0.38553	-0.00011	-2e-05	0.00037	-0.0096	-57.87278	-0.26886	-0.00032	-0.00991	-0.00019	0.0127	-36.5364	0.11539	-0.00028	-0.00815	0.00016	-0.0027	-67.87642	-0.17998	-0.0004	-0.01329	-4e-05	-0.0719	-42.7983	-0.25973	1e-05	-0.00033	-1e-05
183	-0.22886	-68.89813	-0.57826	-0.0005	-0.02254	-0.00022	0.03753	-6.07048	0.24211	5e-05	0.00302	0.00034	0.13666	-32.2818	0.40645	-7e-05	0.00402	-0.00017	-0.08844	13.91583	0.60314	-6e-05	-0.0108	-0.00012	0.02154	-65.13095	-0.70047	-0.00033	-0.00769	-0.00016	-0.07583	55.83962	-0.47177	0.00028	0.00852	-1e-05	-0.03136	-52.2121	0.54373	-0.00033	-0.01008	-4e-05	0.07564	-29.02093	-0.1148	-5e-05	0.0029	0.00014	-0.02468	-71.07059	0.31922	-0.00059	-0.01599	-1e-05
184	-0.00467	29.65532	-0.15757	0.00034	0.01058	7e-05	-0.04193	-48.5475	-0.64559	-0.00016	0.00027	-0.00029	0.04968	5.33307	0.02978	0.0002	0.00647	8e-05	-0.05058	-44.73803	-0.60931	-0.00021	-0.00222	-0.00027	0.06253	-26.5836	-0.01018	0.0	0.00208	-0.00027	-0.02593	-28.12503	-0.18531	-0.00023	-0.00709	5e-05	-0.03429	13.83309	-0.24041	0.00017	0.00389	-0.00034	-0.02482	99.14982	-0.0368	0.00049	0.01264	0.00011	-0.02144	-58.87635	-0.23329	-0.00023	-0.01121	0.00019
185	-0.06178	17.40911	-0.77536	0.0004	0.01264	-0.00022	-0.1157	64.84973	-1.19264	0.00044	0.01438	3e-05	0.03397	-6.63052	-0.03913	-0.00015	-0.00133	-0.00022	-0.09598	64.75209	-0.35598	0.00036	0.0087	0.00043	-0.01941	19.73977	-0.18274	7e-05	0.00092	1e-05	-0.05201	-56.70248	-0.15493	-0.00045	-0.01296	4e-05	0.04872	79.45404	0.81006	0.00039	0.00321	0.00012	-0.00751	-70.99893	0.08399	-0.00039	-0.01101	-0.00016	-0.13361	13.93619	-1.3359	0.00036	0.00437	-0.00012
186	0.03544	12.0427	0.02204	0.00015	0.00705	-6e-05	0.05258	-95.89287	-0.19207	-0.00044	-0.0053	-0.00036	0.11256	34.21138	0.58846	0.00031	0.01244	-6e-05	0.02818	65.69186	0.14751	0.00044	0.0161	0.00029	-0.02937	-55.82513	-0.35317	-0.00019	-0.00304	0.00034	0.01185	75.7014	0.15295	0.00043	0.01288	-0.00012	0.02619	-35.03521	0.24766	-0.0002	-0.00442	0.00023	0.09815	-63.84795	0.4477	-0.00025	-0.00652	-0.0005	-0.02176	10.78472	-0.28755	0.0003	0.00719	-7e-05
187	-0.04684	-82.08129	-0.7665	-0.00039	-0.00747	9e-05	-0.07715	28.43536	-0.52975	0.00025	0.01014	0.00016	0.02238	57.10845	-0.02282	0.0004	0.01036	0.00013	-0.0501	9.63017	-0.25342	7e-05	0.00215	0.00037	-0.04462	61.32689	-0.49465	0.00036	0.01147	7e-05	-0.02889	-76.62185	-0.28788	-0.0003	-0.01374	-0.00035	0.00192	-3.92043	-0.27497	4e-05	-0.00133	-5e-05	0.11587	-20.95989	0.76624	-0.00011	0.00107	0.00012	-0.00223	32.71722	-0.27506	0.00018	0.00488	-0.00013
188	-0.00553	16.78804	-0.17511	8e-05	0.00449	-3e-05	-0.1676	-35.58867	-1.3147	-0.00043	-0.00908	-4e-05	0.01487	30.87029	0.25116	0.00022	0.00691	2e-05	0.02121	-12.64891	-0.14045	6e-05	0.0026	-0.00012	-0.00544	-19.66549	-0.42241	-0.00025	-0.0035	0.0001	0.02263	21.0021	0.01785	0.00031	0.00908	-0.00018	-0.00632	98.36536	-0.02858	0.00064	0.0161	4e-05	-0.05124	11.94108	-0.9115	4e-05	0.00481	-5e-05	-0.06371	31.25481	-0.20243	0.0002	0.00625	0.00012
189	0.0351	-13.48429	0.30636	0.00011	0.00456	-0.00015	-0.16927	4.33096	-1.42624	4e-05	0.00135	-0.00015	-0.14974	-105.90598	-0.95294	-0.00073	-0.02056	-0.00029	0.02498	-67.4434	-0.10451	-0.00065	-0.01495	-2e-05	-0.00539	-185.58399	-0.22737	-0.00109	-0.0255	0.00011	-0.08845	-115.74671	-0.69303	-0.00057	-0.01389	-4e-05	0.01075	-2.84374	0.20465	5e-05	-0.00016	-0.00018	0.0217	-18.59537	0.00569	9e-05	-0.00433	9e-05	0.0399	-33.00692	0.46444	-0.00024	-0.01019	-0.00018
190	0.04215	-28.00064	0.40742	-0.00033	-0.00709	2e-05	-0.22999	-14.61503	-1.48413	0.0002	0.00117	-0.00038	0.12025	-43.9154	0.67948	0.00011	-0.0031	-0.0001	0.1302	-89.85069	0.53876	-0.0003	-0.00665	-0.00023	-0.09877	-98.44585	-0.84893	-0.00044	-0.01075	-0.00016	-0.12524	-107.99395	-0.91924	-0.00042	-0.01268	-0.00039	0.16696	30.62475	0.7124	2e-05	0.00574	0.00022	-0.03601	-120.51681	-0.61813	-0.00082	-0.01996	-0.00051	-0.19464	135.15065	-1.21261	0.00068	0.01499	4e-05
191	-0.02651	-8.45608	-0.24562	8e-05	-0.00057	-0.00021	-0.11013	-24.60232	-1.03981	-7e-05	-0.00036	-9e-05	-0.00969	14.83765	-0.08106	6e-05	0.00567	-0.0	-0.02484	-38.67695	-0.26325	-0.00018	-0.00516	5e-05	-0.01012	-81.44228	-0.0867	-0.00046	-0.01395	-4e-05	-0.0369	-30.74106	-0.07713	-0.00016	-0.00426	-0.00018	0.01733	-3.1594	0.13862	1e-05	0.00372	0.00012	0.05917	-3.07597	0.07676	-4e-05	-0.00025	3e-05	-0.07405	16.27693	-0.34437	7e-05	-0.00057	5e-05
192	-0.10508	-55.7347	-0.28898	-0.00015	-0.00905	4e-05	-0.00891	-146.4284	-0.71182	-0.00048	-0.01316	-0.00043	-0.01818	-54.61864	-0.29207	-0.00025	-0.00608	-0.00013	0.12605	-77.68149	0.20078	-0.0001	0.00049	9e-05	-0.02631	9.89105	-0.48781	-2e-05	0.00738	0.00017	-0.04017	32.06172	-0.56958	-2e-05	0.00237	4e-05	0.012	136.80671	0.80756	0.00061	0.01089	0.00012	-0.04505	-46.71483	-0.28594	-0.00015	-0.00253	2e-05	0.06595	-64.53304	-0.13082	-0.0002	-0.00234	-0.00024
193	-0.08817	-162.78665	-0.81159	-0.0008	-0.02143	-0.00038	-0.07607	-6.77052	-0.23277	-0.00016	-0.00113	0.00036	-0.0655	20.21035	-0.28081	-0.00011	-0.00124	0.00018	0.02319	63.15564	-0.16863	0.00028	0.00953	-0.0001	-0.01378	34.89393	-0.40691	0.00018	0.00829	8e-05	-0.00399	19.02588	-0.21398	0.00029	0.00971	-1e-05	0.06868	6.92474	0.27086	-0.00013	0.00253	0.0001	-0.02329	-14.05247	-0.0815	-0.00022	-0.0028	-2e-05	0.00067	-26.75696	-0.25844	-0.00011	-0.00241	9e-05
194	0.22894	112.02651	0.17608	0.00067	0.03464	0.00022	-0.01362	-99.95739	-0.65257	-0.00099	-0.0172	0.00022	-0.02376	170.58352	-0.48982	0.00149	0.03068	0.00024	0.03455	50.91902	0.54408	9e-05	0.00155	-0.00012	0.07882	-112.79328	0.27527	-0.00058	-0.01342	0.00017	0.01173	-182.02622	-0.44524	-0.00094	-0.02444	0.00026	-0.08577	-56.61298	0.30408	-0.0008	-0.02613	-3e-05	0.12598	73.25316	0.37761	0.00061	0.01254	-5e-05	-0.07024	-183.81059	-1.26323	-0.00084	-0.02039	0.00014
195	-0.00819	141.76458	-0.51049	0.00121	0.03153	-0.00035	-0.17655	-84.99317	-0.86415	-0.0002	-0.00712	4e-05	-0.01223	41.1205	-0.58773	-9e-05	-0.00048	-0.00043	-0.2677	-106.87423	-0.69934	-0.00098	-0.03383	-0.00013	0.16938	-264.98349	1.07748	-0.00175	-0.03891	-0.00032	0.1025	-145.08748	0.92092	-0.00115	-0.03771	8e-05	-0.17912	-50.00889	-0.81878	-0.00068	-0.0212	-0.00021	-0.14644	-123.3978	-0.29955	-0.00077	-0.02065	0.00023	-0.36584	-3.23189	-1.16615	-0.00025	-0.01996	-0.00038
196	0.00184	-34.72016	-0.11105	-0.00011	-0.00201	-1e-05	-0.14762	-37.92613	-1.31233	2e-05	-0.00196	-5e-05	0.11587	-16.19434	0.50464	-0.00036	-0.00383	-0.00032	-0.01828	-17.49371	0.18257	-0.00035	-0.00854	9e-05	-0.11373	-60.41547	-1.19964	-0.00018	-0.00086	-8e-05	0.00992	0.86204	0.15944	0.00013	0.00052	-6e-05	0.0841	69.37199	0.71661	0.00031	0.01552	0.00046	-0.08921	21.42456	-0.81107	0.00016	0.00634	8e-05	-0.11755	5.03396	-0.82491	3e-05	-0.00214	-4e-05
197	-0.05286	-67.37363	-0.6586	-0.00035	-0.00708	-0.0001	-0.12548	-59.27253	-1.12932	-0.00017	-0.00231	-2e-05	0.0772	21.38172	0.37753	-1e-05	0.00152	-6e-05	-0.09475	-28.66493	-0.9753	-0.00011	-0.00028	-8e-05	-0.02605	13.03325	-0.54596	0.00014	0.00607	-9e-05	0.00725	22.49139	0.14795	-0.0	0.00033	0.00013	0.04424	11.04314	0.12388	6e-05	0.00271	-0.00015	-0.00831	-1.57165	0.01971	0.00011	0.00395	-0.0	-0.03324	-15.37921	-0.12026	-8e-05	-0.00165	2e-05
198	-0.08634	-50.49498	-0.72094	-0.00032	-0.00572	-3e-05	-0.12528	-53.2531	-0.81599	-0.00029	-0.00972	-2e-05	0.01488	-25.61057	0.09076	-0.00015	-0.00557	-5e-05	0.01164	4.59287	0.33413	8e-05	-0.00114	-2e-05	0.01677	-58.6367	-0.1141	-0.00044	-0.00934	-3e-05	-0.04963	-53.80084	-0.60031	-0.00029	-0.00336	0.0	0.00992	23.6028	-0.37631	0.00029	0.00713	0.00013	0.11123	26.59233	0.60158	8e-05	0.00649	-5e-05	-0.08987	29.6116	-0.52274	0.00013	-0.00144	-0.00026
199	0.05601	97.74773	0.1558	0.0002	0.00973	-1e-05	-0.12819	-4.83134	-1.23123	-0.00017	-0.00148	9e-05	-0.07364	0.20829	-0.37377	0.0	0.00152	-0.00011	-0.01369	56.05354	0.41627	0.00017	0.00383	-0.00019	0.1056	5.57515	-0.318	0.00024	0.0078	6e-05	0.0614	31.62387	-0.46954	0.00036	0.00736	9e-05	-0.09294	-145.32628	-0.7786	-0.00063	-0.01507	0.00017	0.04054	-91.66555	0.24875	-0.00043	-0.01058	0.0001	-0.03028	-155.25282	-0.48223	-0.00087	-0.0224	-6e-05
200	0.27049	-167.73147	1.30693	-0.00182	-0.03275	7e-05	-0.09543	-236.52003	-0.7192	-0.001	-0.02954	-0.00026	0.01246	90.39552	-0.17984	0.00095	0.02182	-0.00064	0.0086	158.42768	0.59543	0.00057	0.0149	0.00074	0.03536	-55.14024	0.77795	-0.00011	-0.01342	-8e-05	-0.13325	-302.09364	0.03125	-0.00188	-0.05659	0.00016	-0.16294	-16.22488	-0.52526	-0.0002	-0.00772	-0.00046	0.11354	60.7751	0.50538	0.00061	0.0286	0.00049	0.11233	-149.06864	0.18806	-0.0011	-0.02246	0.0003
201	-0.04535	-23.83412	-0.41674	-0.00017	-0.00243	7e-05	-0.06814	-20.08486	-0.71093	8e-05	0.00264	-0.00025	0.03981	22.30185	0.07032	0.00011	0.00574	-1e-05	0.0198	-32.18433	0.16877	-0.00015	-0.00033	0.00016	-0.00347	-39.94902	-0.31024	-0.00025	-0.00393	-8e-05	-0.03947	-28.66198	-0.1767	-0.00027	-0.00921	7e-05	0.02429	13.13768	-0.13112	0.00013	0.00886	5e-05	0.07039	41.71711	0.27443	0.00025	0.01006	4e-05	-0.07295	-0.06302	-0.22233	8e-05	-0.0029	-0.00021
202	-0.06322	-43.23401	0.29452	-0.00027	-0.01178	-0.00028	-0.0794	-3.70533	-0.79268	0.0	-0.00204	0.00056	-0.08836	111.64796	-0.95147	0.00072	0.02602	-0.00022	-0.02319	24.20714	-0.97431	0.00014	0.00648	-0.00017	-0.06408	57.17744	-0.27397	0.00021	0.00401	-0.00038	0.07399	79.08446	0.88541	0.00029	0.01268	-7e-05	0.06199	11.75116	0.55666	0.00036	0.00351	0.00014	-0.07259	4.06103	-1.19078	0.00032	0.00463	-0.0	-0.00631	49.28239	0.35587	0.00044	0.0046	5e-05
203	-0.09045	-60.85931	-0.99921	-0.00015	-0.00644	-0.00066	0.10661	-34.7986	0.44873	-0.00045	-0.0002	7e-05	-0.0552	44.37571	-0.76243	0.00026	0.01245	-0.00037	0.06015	-95.68306	-0.44398	-0.0003	-0.00965	-0.00025	0.18013	-175.25887	0.68076	-0.00073	-0.01279	0.00019	-0.04484	-142.43963	-1.31202	-0.00085	-0.01071	2e-05	0.06319	17.3618	0.67194	8e-05	0.00031	0.00017	0.02094	41.4071	0.38281	0.00059	0.00965	-0.00072	-0.01395	133.33449	0.24555	0.00087	0.01922	6e-05
204	0.11205	-79.73202	0.40755	-0.00031	-0.00513	-3e-05	0.08412	-28.54758	0.31987	-3e-05	-0.00026	-9e-05	0.1063	-93.38237	0.65197	-0.00044	-0.00584	-4e-05	0.12405	-26.38354	0.60395	-0.00011	0.00324	-2e-05	0.24188	-27.24455	1.94833	-0.00047	-0.00836	0.00045	0.02889	125.94597	0.64022	0.00032	0.01483	0.0	0.05529	15.7385	0.49527	-0.00037	-0.00949	0.00018	-0.02555	48.31728	-0.27077	0.00047	0.00597	-0.00022	-0.05076	-123.33612	-0.02131	-0.00083	-0.01709	2e-05
205	-0.04519	-45.12972	-0.28317	-0.00031	-0.00891	-0.00014	-0.07227	-34.38917	-0.61121	-0.00032	-0.00452	7e-05	0.01217	-4.28315	0.12796	4e-05	0.00048	0.00031	-0.02451	-80.97363	-0.30341	-0.00043	-0.01001	-1e-05	-0.02414	-10.12552	0.11831	-7e-05	-0.00335	1e-05	0.0098	-15.42365	-0.05068	-0.00013	-0.00413	3e-05	-0.00586	-24.68856	-0.08624	-5e-05	-0.0001	7e-05	0.05125	-38.05726	0.03473	-0.00011	-0.00169	1e-05	-0.01903	19.75606	0.03212	5e-05	0.00038	0.0001
206	0.01601	-23.2283	-0.68061	0.0001	0.00696	-5e-05	-0.01223	-22.54115	-0.41617	-9e-05	-0.00102	0.00044	0.07904	-58.15192	0.1449	-0.00017	-0.00543	-0.00025	0.09361	116.97904	0.71042	0.00047	0.01498	0.00055	0.11213	-32.42141	-0.24196	8e-05	0.00727	3e-05	-0.05612	-15.88971	-0.28827	-0.00019	-0.00422	-5e-05	0.01718	-145.00111	-0.10089	-0.00068	-0.02099	2e-05	-0.00969	-9.72555	-0.03394	-0.0	-0.00373	-0.0003	-0.01397	-63.42533	-0.25971	-0.00012	-0.005	2e-05
207	-0.06488	-54.51056	-0.80695	-0.00021	-0.00717	-0.00018	-0.05754	-36.10786	-0.26239	-0.00018	-0.00611	-0.00016	0.00121	-4.12783	-0.42864	-2e-05	-0.0003	0.00019	0.03774	-156.4371	0.09786	-0.00073	-0.01793	-3e-05	0.02048	61.18916	-0.34105	0.00052	0.01742	7e-05	0.06316	-73.31952	0.27353	-0.00029	-0.00747	-0.00023	-0.04772	-50.90133	-0.34705	-0.00029	-0.00729	-0.00025	0.04083	-14.93309	0.36812	-0.00019	-0.00632	-0.00018	-0.03973	20.97875	-0.30206	0.0003	0.00413	-4e-05
208	-0.04962	-153.7035	-0.54472	-0.00081	-0.01984	0.00015	-0.09802	23.91199	-0.42885	0.00018	0.00183	-0.00013	-0.00588	-24.40371	-0.24694	-2e-05	-0.00095	-0.00017	0.04906	-2.31439	0.33347	1e-05	0.00319	0.00011	-0.03367	85.83211	-0.55195	0.00047	0.01613	0.00028	-0.14721	68.3513	-0.94398	0.00034	0.00677	0.00012	0.12587	-123.92072	0.36754	-0.00062	-0.01221	-0.00014	0.07399	37.2548	0.32829	0.0002	0.00898	-0.00024	-0.04686	27.06499	-0.29577	0.00033	0.00828	-0.00022
209	-0.08427	-57.86961	0.00994	-0.00058	-0.018	-0.0002	-0.05374	67.73117	-0.29778	0.00023	0.00661	-0.00015	-0.05918	-106.85529	-0.53629	-0.00062	-0.01321	8e-05	0.1576	-49.95763	0.29124	-5e-05	-0.00295	-1e-05	-0.09545	-9.05362	-0.9676	-0.00025	-0.00247	-5e-05	-0.09707	53.08069	-0.66955	0.00059	0.01885	-6e-05	-0.03145	6.83429	-0.1243	0.0	0.00104	8e-05	0.04444	-36.33069	0.03369	-0.00031	-0.00591	-0.00012	0.03331	-51.16589	-0.12006	-0.00019	-0.00231	-0.00012
210	-0.02645	-91.73541	-0.33079	-0.00046	-0.01005	1e-05	-0.15085	-0.73867	-1.20118	0.00023	0.00483	0.00015	0.04477	43.02799	0.12804	3e-05	0.00335	-0.00011	0.04893	-69.61603	0.20027	-0.00025	-0.00513	0.00011	-0.0322	17.51357	-0.50445	0.00018	0.00549	4e-05	0.0069	45.30822	-0.03362	0.00033	0.00511	-0.00015	-0.0523	-65.0333	-0.46291	-0.00021	-0.00111	9e-05	-0.03051	7.50483	-0.29645	0.00021	0.00091	4e-05	0.00534	4.13363	-0.25041	-0.00015	0.00227	0.0
211	0.04629	-121.39603	-0.30909	-0.00055	-0.01159	-0.0003	-0.19651	3.05397	-1.36586	-0.0	0.0041	0.00019	0.04535	27.34787	0.46544	0.00017	0.00738	-0.00021	0.02378	35.62109	-0.10387	0.0005	0.007	-0.00049	-0.02412	-81.48202	-0.1727	-0.00046	-0.01172	0.00022	0.01231	50.77602	-0.24286	0.00045	0.01313	-0.0001	-0.0529	39.22001	-0.31812	0.00036	0.01132	0.00023	0.04316	-26.17724	0.24676	-0.00019	-0.00374	-0.00032	0.06514	23.72567	0.45712	0.00022	0.00619	-0.00013
212	-0.07538	-25.65912	-0.40858	-0.00013	-0.00745	-1e-05	-0.17677	-81.51569	-1.33603	-0.00027	-0.00583	-0.00018	0.05637	25.07544	-0.35627	0.00015	0.0062	4e-05	-0.03615	34.96853	0.35969	0.00013	0.00046	6e-05	-0.02121	-55.84451	-0.33491	-0.00025	-0.0099	0.0001	-0.07443	-5.93104	-0.6063	4e-05	0.00099	0.00022	0.02397	-43.33776	0.16185	-0.00022	-0.00875	-0.0	-0.0878	120.02441	-0.2159	0.00055	0.01102	0.00016	0.09314	0.68555	0.16219	8e-05	0.00621	5e-05
213	0.01739	-34.83959	-0.4029	-0.00012	-0.00651	-0.00022	-0.16461	-103.12638	-0.81283	-0.00046	-0.0187	-0.00066	-0.03518	72.5215	-0.29298	0.00022	0.00866	0.00018	-0.03502	46.36108	-0.71223	0.00043	0.0116	0.00072	0.12553	-53.72896	0.07273	-1e-05	0.00179	-6e-05	0.05357	-108.85386	0.24382	-0.00072	-0.02485	-0.00062	-0.00687	-8.80054	-0.27166	2e-05	-0.00184	8e-05	-0.09459	-150.17345	-0.21496	-0.00077	-0.01891	-0.00046	-0.09463	-61.26179	-0.04422	-0.00063	-0.02218	-3e-05
214	-0.08126	5.86508	-0.88759	0.00026	0.0078	3e-05	0.03673	-71.1323	-0.31945	-0.00034	-0.00171	-2e-05	0.01441	1.81711	0.40337	-0.00014	-0.00229	7e-05	0.08012	-38.83263	0.108	-5e-05	0.00096	0.00035	-0.16656	6.49127	-0.98717	9e-05	0.00107	0.0002	0.0009	95.69067	-0.48118	0.00059	0.02061	-7e-05	0.02666	89.25709	0.27532	0.00052	0.01296	6e-05	-0.05472	-14.692	-0.0707	-0.00027	-0.00674	5e-05	0.05138	-24.01489	0.60695	-8e-05	-0.00623	0.0002
215	0.04263	69.00575	0.73671	0.00078	-0.00564	-7e-05	-0.02889	-49.95167	-0.23988	-0.00014	-0.00982	-0.00027	-0.04083	-11.36611	-0.60983	0.00046	0.00722	-0.00078	-0.2768	10.92623	-0.87173	-7e-05	-0.00691	-0.00032	-0.04791	160.00089	-0.66042	0.00076	0.02956	0.00064	-0.01213	148.56133	-0.3683	0.00077	0.01732	0.00068	-0.02922	49.34977	0.93593	0.00028	-0.00547	0.00041	0.11167	-217.35953	0.484	-0.00118	-0.03278	-0.00013	0.02297	175.53882	-0.11583	0.00074	0.0207	-0.0008
216	0.03158	11.04902	-0.31552	0.00019	0.00761	-3e-05	-0.04357	-71.48522	-0.69732	-0.0003	-0.00387	-6e-05	0.0685	-12.59469	0.34391	-0.00011	0.00276	0.00018	0.01783	132.28098	0.12077	0.00085	0.0195	-0.00011	-0.06731	-68.99188	-0.418	-0.0005	-0.00893	0.00013	-0.12492	-87.24773	-0.89204	-0.00058	-0.02185	2e-05	0.027	66.0195	0.30817	0.0002	0.00509	0.0004	0.00385	-41.12675	0.05025	-0.00039	-0.0093	8e-05	-0.01074	-123.5152	-0.51933	-0.0005	-0.01574	-2e-05
217	0.02585	-43.45789	-0.15028	-0.00031	-0.00636	0.0004	-0.08705	40.9352	-1.31333	0.00024	0.0078	0.00066	0.00795	-18.40261	-0.2834	9e-05	0.00532	7e-05	0.08321	-48.12277	0.41099	-0.0001	-0.0035	5e-05	-0.04222	53.19431	-0.21842	0.00037	0.0089	-3e-05	-0.05935	-66.12308	-0.42688	-0.00028	-0.00707	0.00023	-0.07511	16.5304	-0.43852	0.00022	0.00728	-0.00041	-0.02786	36.81575	-0.10543	0.00027	0.01018	-0.0001	-0.05613	-30.40321	-0.20867	-0.00013	-0.00637	-6e-05
218	0.05069	-183.58068	0.06573	-0.00091	-0.02046	-7e-05	-0.00225	107.02882	-0.17632	0.00067	0.01578	0.0002	0.09416	-6.56481	0.17321	-0.00069	-0.0097	0.00061	0.01293	-63.18919	-0.72427	8e-05	0.01134	0.0007	-0.01385	-245.24988	-0.01481	-0.00141	-0.04555	-0.00033	-0.04551	-93.73501	-0.48727	-0.00025	-0.01353	0.00014	-0.03227	-133.05246	0.0085	-0.00054	-0.01827	0.00029	-0.01228	67.0758	-0.13634	0.00069	0.00376	-0.00022	-0.24188	-2.83028	-1.16888	5e-05	-0.0083	0.00032
219	0.01817	10.52128	-0.37313	0.00026	0.01267	-0.00023	-0.0768	11.15959	0.04582	0.00013	0.00379	0.00014	0.00671	-13.91956	-0.4046	0.00027	0.00644	-0.00014	0.00904	47.50578	0.0771	0.00041	0.00981	-0.00027	-0.00988	40.8249	-0.52699	0.00054	0.01702	-0.00023	0.05893	20.64806	0.02094	3e-05	0.00589	-0.0003	-0.03707	2.7669	-0.39867	3e-05	0.00565	0.00017	0.0024	-10.19353	0.13796	0.00016	0.00473	-7e-05	0.08332	18.58403	0.42634	5e-05	0.00485	0.00025
220	-0.19899	-93.5806	-0.65191	-0.00077	-0.02591	0.00031	0.02139	-21.02895	-0.47081	0.00039	0.00903	-5e-05	0.15779	-120.91104	0.47595	-0.00058	-0.01559	-0.00017	-0.00871	7.55067	0.12535	0.00019	0.00886	-5e-05	-0.00265	-18.27863	-0.45193	-0.00022	-0.00229	0.00013	-0.03183	-74.09063	-0.04222	-0.0003	-0.00621	1e-05	0.06291	8.97197	-0.0911	0.00016	0.01096	0.00034	-0.14695	-40.66167	-1.22633	-0.00032	-0.00711	-7e-05	-0.09767	187.07985	-0.55324	0.00101	0.02334	-0.00027
221	0.01535	83.98171	0.33911	0.0004	0.01038	-7e-05	-0.06792	19.78705	-0.63946	0.00012	0.00075	0.00012	0.02695	-18.93299	0.06991	-1e-05	0.00106	-8e-05	-0.08602	55.96806	-0.2554	0.00033	0.00743	0.00013	-0.04037	19.17001	-0.3824	0.00015	0.00874	0.00021	-0.08584	34.92226	-0.65547	0.0002	0.00651	0.00025	0.01433	-41.37077	0.06993	-0.00014	-0.00463	-0.00014	0.01057	-34.58674	-0.40071	-0.00023	-0.00099	-0.00014	-0.00623	-42.88407	-0.34382	-0.00023	-0.00588	0.0
222	0.01319	101.88598	-0.03821	0.00064	0.01653	-0.00014	-0.09246	-136.06651	-0.73914	-0.00073	-0.02622	-2e-05	0.11657	41.6756	0.45463	0.00026	0.00789	5e-05	-0.08214	26.83239	-0.49891	0.00038	0.00889	-0.0003	-0.21437	39.7822	-1.25144	0.00027	0.00671	-0.00016	-0.04788	20.02908	-0.09907	0.00023	0.00862	0.00015	-0.04576	-38.44123	0.18425	-0.00014	-0.0096	-0.00022	-0.09445	-44.41747	-0.57263	-0.00014	-0.0049	0.00037	0.00803	56.10158	-0.30687	0.0007	0.0186	-0.0
223	-0.00916	73.85163	0.0617	0.00051	0.01263	3e-05	-0.13672	112.78397	-0.75641	0.00069	0.01839	0.00015	0.04281	182.77798	0.36986	0.00083	0.02811	0.00056	-0.03982	-42.7377	-0.35673	-0.0002	-0.00049	-6e-05	-0.11915	74.05274	-1.1626	0.00058	0.01734	0.00014	-0.10514	27.13402	-0.74417	0.00027	0.0076	-0.0001	0.02153	-29.34515	0.27759	-0.00051	-0.01198	-0.0002	0.05321	7.79699	0.34776	-0.00022	-0.00383	8e-05	-0.0236	-121.71342	0.00864	-0.00081	-0.02513	-7e-05
224	-0.05372	-42.3214	-0.72168	-0.00021	-0.00617	-0.00025	-0.02145	-27.84487	-0.4971	-0.00028	-0.00419	-0.00011	-0.0088	6.13704	0.05457	7e-05	0.00635	6e-05	-0.02996	-27.16132	0.42662	-0.00033	-0.01122	0.00013	-0.03802	34.89591	-0.46631	0.00018	0.00745	6e-05	-0.07743	-97.35567	-0.18063	-0.00059	-0.01888	2e-05	-0.0598	60.57452	-0.0585	0.0002	0.00125	0.00015	0.08689	14.46482	0.58464	2e-05	0.00291	-6e-05	-0.04982	-42.1094	-0.30247	-0.00014	-0.00644	0.00012
225	-0.0835	-107.59019	-0.8143	-0.00078	-0.02041	-8e-05	-0.08333	68.84316	-0.24863	0.00066	0.00739	0.00013	-0.04536	176.45687	-0.27756	0.00097	0.02772	0.00017	0.1388	53.51122	0.52088	0.0001	0.00881	0.00112	-0.00063	-136.75448	-0.34584	-0.0008	-0.03011	0.00031	0.03816	129.25248	-0.25645	0.00095	0.03299	0.00021	-0.06052	-223.28177	0.74279	-0.00141	-0.05064	-0.00016	0.06384	-5.71099	-0.02304	-1e-05	-0.00558	0.00062	-0.03009	238.58828	-0.19627	0.00129	0.03619	0.00063
226	-0.05966	-196.89065	-0.04871	-0.00109	-0.03429	0.00042	-0.01458	-23.62155	-0.86943	-0.00016	-0.00167	-0.00018	0.0654	206.68394	0.62513	0.00123	0.03421	-0.00029	-0.04733	-175.38341	-0.87418	-0.0008	-0.02425	0.00013	0.05661	24.94646	-0.18342	4e-05	0.01373	-5e-05	0.00693	56.78535	0.14396	0.00027	0.00347	4e-05	-0.21256	-38.89886	-1.11785	4e-05	-0.00338	-0.00022	-0.1008	116.16506	-0.25089	0.00045	0.01274	-0.00054	0.08264	36.41487	0.37888	0.0001	0.00282	-0.00022
