protein	class	lag	features
>10016	1	l6	-0.01051,0.00407,0.00179,-0.00767,-0.01003,0.00407,0.00179,-0.00767,-0.01003,-0.01051,0.00179,-0.00767,-0.01003,-0.01051,0.00407,-0.00767,-0.01003,-0.01051,0.00407,0.00179
>10016	1	l7	-0.01464,0.00459,-0.02300,-0.00063,0.00414,0.00459,-0.02300,-0.00063,0.00414,-0.01464,-0.02300,-0.00063,0.00414,-0.01464,0.00459,-0.00063,0.00414,-0.01464,0.00459,-0.02300
>10016	1	l8	0.02445,0.00481,0.00098,0.01911,-0.02111,0.00481,0.00098,0.01911,-0.02111,0.02445,0.00098,0.01911,-0.02111,0.02445,0.00481,0.01911,-0.02111,0.02445,0.00481,0.00098
>10017	1	l1	-0.01604,-0.00008,-0.00800,0.00005,-0.00229,-0.00008,-0.00800,0.00005,-0.00229,-0.01604,-0.00800,0.00005,-0.00229,-0.01604,-0.00008,0.00005,-0.00229,-0.01604,-0.00008,-0.00800
>10017	1	l2	-0.00060,-0.00351,0.01293,0.01682,0.01030,-0.00351,0.01293,0.01682,0.01030,-0.00060,0.01293,0.01682,0.01030,-0.00060,-0.00351,0.01682,0.01030,-0.00060,-0.00351,0.01293
>10017	1	l3	-0.00643,-0.00187,0.01686,-0.01270,0.00563,-0.00187,0.01686,-0.01270,0.00563,-0.00643,0.01686,-0.01270,0.00563,-0.00643,-0.00187,-0.01270,0.00563,-0.00643,-0.00187,0.01686
>10017	1	l4	0.00907,-0.00503,0.00271,0.01390,0.00304,-0.00503,0.00271,0.01390,0.00304,0.00907,0.00271,0.01390,0.00304,0.00907,-0.00503,0.01390,0.00304,0.00907,-0.00503,0.00271
>10017	1	l5	0.00358,-0.00126,0.01270,-0.01104,0.00361,-0.00126,0.01270,-0.01104,0.00361,0.00358,0.01270,-0.01104,0.00361,0.00358,-0.00126,-0.01104,0.00361,0.00358,-0.00126,0.01270
>10017	1	l6	0.01565,0.00077,0.00692,0.01620,0.00715,0.00077,0.00692,0.01620,0.00715,0.01565,0.00692,0.01620,0.00715,0.01565,0.00077,0.01620,0.00715,0.01565,0.00077,0.00692
>10017	1	l7	-0.02348,0.00493,-0.01098,-0.03123,-0.00528,0.00493,-0.01098,-0.03123,-0.00528,-0.02348,-0.01098,-0.03123,-0.00528,-0.02348,0.00493,-0.03123,-0.00528,-0.02348,0.00493,-0.01098
>10017	1	l8	0.02355,0.00390,0.01908,-0.00602,0.00083,0.00390,0.01908,-0.00602,0.00083,0.02355,0.01908,-0.00602,0.00083,0.02355,0.00390,-0.00602,0.00083,0.02355,0.00390,0.01908
>10018	1	l1	0.00089,-0.00702,0.01593,-0.00814,-0.00316,-0.00702,0.01593,-0.00814,-0.00316,0.00089,0.01593,-0.00814,-0.00316,0.00089,-0.00702,-0.00814,-0.00316,0.00089,-0.00702,0.01593
>10018	1	l2	0.02152,-0.02317,0.01855,-0.00906,0.00054,-0.02317,0.01855,-0.00906,0.00054,0.02152,0.01855,-0.00906,0.00054,0.02152,-0.02317,-0.00906,0.00054,0.02152,-0.02317,0.01855
>10018	1	l3	0.00161,0.02672,0.01610,0.00884,0.00247,0.02672,0.01610,0.00884,0.00247,0.00161,0.01610,0.00884,0.00247,0.00161,0.02672,0.00884,0.00247,0.00161,0.02672,0.01610
>10018	1	l4	0.02662,0.01310,0.01742,-0.00081,0.00981,0.01310,0.01742,-0.00081,0.00981,0.02662,0.01742,-0.00081,0.00981,0.02662,0.01310,-0.00081,0.00981,0.02662,0.01310,0.01742
>10018	1	l5	0.00489,-0.01893,0.01931,-0.00813,-0.00638,-0.01893,0.01931,-0.00813,-0.00638,0.00489,0.01931,-0.00813,-0.00638,0.00489,-0.01893,-0.00813,-0.00638,0.00489,-0.01893,0.01931
>10018	1	l6	0.01843,-0.00179,0.01246,-0.00103,0.00946,-0.00179,0.01246,-0.00103,0.00946,0.01843,0.01246,-0.00103,0.00946,0.01843,-0.00179,-0.00103,0.00946,0.01843,-0.00179,0.01246
>10018	1	l7	0.01058,0.02579,0.01750,-0.01928,0.00757,0.02579,0.01750,-0.01928,0.00757,0.01058,0.01750,-0.01928,0.00757,0.01058,0.02579,-0.01928,0.00757,0.01058,0.02579,0.01750
>10018	1	l8	0.00691,0.00149,0.01920,-0.01644,0.00213,0.00149,0.01920,-0.01644,0.00213,0.00691,0.01920,-0.01644,0.00213,0.00691,0.00149,-0.01644,0.00213,0.00691,0.00149,0.01920
>10019	1	l1	0.01139,-0.00892,0.00467,-0.00582,-0.00494,-0.00892,0.00467,-0.00582,-0.00494,0.01139,0.00467,-0.00582,-0.00494,0.01139,-0.00892,-0.00582,-0.00494,0.01139,-0.00892,0.00467
>10019	1	l2	0.00859,-0.01568,-0.00773,-0.01142,-0.00269,-0.01568,-0.00773,-0.01142,-0.00269,0.00859,-0.00773,-0.01142,-0.00269,0.00859,-0.01568,-0.01142,-0.00269,0.00859,-0.01568,-0.00773
>10019	1	l3	0.01446,0.03307,0.00191,0.03158,0.01407,0.03307,0.00191,0.03158,0.01407,0.01446,0.00191,0.03158,0.01407,0.01446,0.03307,0.03158,0.01407,0.01446,0.03307,0.00191
>10019	1	l4	0.00307,0.00389,0.01285,-0.00815,-0.00763,0.00389,0.01285,-0.00815,-0.00763,0.00307,0.01285,-0.00815,-0.00763,0.00307,0.00389,-0.00815,-0.00763,0.00307,0.00389,0.01285
>10019	1	l5	-0.00045,-0.00462,0.00457,0.00300,-0.01087,-0.00462,0.00457,0.00300,-0.01087,-0.00045,0.00457,0.00300,-0.01087,-0.00045,-0.00462,0.00300,-0.01087,-0.00045,-0.00462,0.00457
>10019	1	l6	0.01057,0.01308,-0.01016,0.00894,0.00726,0.01308,-0.01016,0.00894,0.00726,0.01057,-0.01016,0.00894,0.00726,0.01057,0.01308,0.00894,0.00726,0.01057,0.01308,-0.01016
>10019	1	l7	-0.00813,0.02215,0.01465,-0.01309,0.01279,0.02215,0.01465,-0.01309,0.01279,-0.00813,0.01465,-0.01309,0.01279,-0.00813,0.02215,-0.01309,0.01279,-0.00813,0.02215,0.01465
>10019	1	l8	-0.01281,0.00268,0.01726,0.01581,-0.00687,0.00268,0.01726,0.01581,-0.00687,-0.01281,0.01726,0.01581,-0.00687,-0.01281,0.00268,0.01581,-0.00687,-0.01281,0.00268,0.01726
>10020	1	l1	0.01031,0.00355,-0.00920,0.01558,-0.00643,0.00355,-0.00920,0.01558,-0.00643,0.01031,-0.00920,0.01558,-0.00643,0.01031,0.00355,0.01558,-0.00643,0.01031,0.00355,-0.00920
>10020	1	l2	-0.00513,0.00378,-0.00595,-0.00501,-0.00855,0.00378,-0.00595,-0.00501,-0.00855,-0.00513,-0.00595,-0.00501,-0.00855,-0.00513,0.00378,-0.00501,-0.00855,-0.00513,0.00378,-0.00595
>10020	1	l3	0.00010,0.00345,0.00728,0.00369,0.00955,0.00345,0.00728,0.00369,0.00955,0.00010,0.00728,0.00369,0.00955,0.00010,0.00345,0.00369,0.00955,0.00010,0.00345,0.00728
>10020	1	l4	-0.00586,-0.00558,0.00829,0.00143,-0.01542,-0.00558,0.00829,0.00143,-0.01542,-0.00586,0.00829,0.00143,-0.01542,-0.00586,-0.00558,0.00143,-0.01542,-0.00586,-0.00558,0.00829
>10020	1	l5	-0.00982,0.00246,-0.00759,0.01027,-0.01358,0.00246,-0.00759,0.01027,-0.01358,-0.00982,-0.00759,0.01027,-0.01358,-0.00982,0.00246,0.01027,-0.01358,-0.00982,0.00246,-0.00759
>10020	1	l6	0.00386,-0.00120,0.00536,0.01338,0.00940,-0.00120,0.00536,0.01338,0.00940,0.00386,0.00536,0.01338,0.00940,0.00386,-0.00120,0.01338,0.00940,0.00386,-0.00120,0.00536
>10020	1	l7	0.01564,-0.00139,0.01322,0.00554,0.00668,-0.00139,0.01322,0.00554,0.00668,0.01564,0.01322,0.00554,0.00668,0.01564,-0.00139,0.00554,0.00668,0.01564,-0.00139,0.01322
>10020	1	l8	0.01384,0.00415,0.01416,0.00684,0.00945,0.00415,0.01416,0.00684,0.00945,0.01384,0.01416,0.00684,0.00945,0.01384,0.00415,0.00684,0.00945,0.01384,0.00415,0.01416
>10021	1	l1	0.01122,-0.02121,-0.00802,-0.00690,0.01115,-0.02121,-0.00802,-0.00690,0.01115,0.01122,-0.00802,-0.00690,0.01115,0.01122,-0.02121,-0.00690,0.01115,0.01122,-0.02121,-0.00802
>10021	1	l2	0.02249,-0.01639,0.01056,-0.01620,0.00835,-0.01639,0.01056,-0.01620,0.00835,0.02249,0.01056,-0.01620,0.00835,0.02249,-0.01639,-0.01620,0.00835,0.02249,-0.01639,0.01056
>10021	1	l3	-0.01389,0.00816,-0.00432,0.00452,-0.02343,0.00816,-0.00432,0.00452,-0.02343,-0.01389,-0.00432,0.00452,-0.02343,-0.01389,0.00816,0.00452,-0.02343,-0.01389,0.00816,-0.00432
>10021	1	l4	-0.01065,-0.00671,0.00888,-0.00226,-0.03149,-0.00671,0.00888,-0.00226,-0.03149,-0.01065,0.00888,-0.00226,-0.03149,-0.01065,-0.00671,-0.00226,-0.03149,-0.01065,-0.00671,0.00888
>10021	1	l5	0.02033,0.02664,-0.00170,0.01496,-0.02850,0.02664,-0.00170,0.01496,-0.02850,0.02033,-0.00170,0.01496,-0.02850,0.02033,0.02664,0.01496,-0.02850,0.02033,0.02664,-0.00170
>10021	1	l6	-0.02157,-0.02929,0.00383,0.00417,0.01014,-0.02929,0.00383,0.00417,0.01014,-0.02157,0.00383,0.00417,0.01014,-0.02157,-0.02929,0.00417,0.01014,-0.02157,-0.02929,0.00383
>10021	1	l7	0.06619,0.00168,-0.00061,-0.02080,0.02175,0.00168,-0.00061,-0.02080,0.02175,0.06619,-0.00061,-0.02080,0.02175,0.06619,0.00168,-0.02080,0.02175,0.06619,0.00168,-0.00061
>10021	1	l8	0.03821,0.00730,-0.00351,-0.00192,0.03811,0.00730,-0.00351,-0.00192,0.03811,0.03821,-0.00351,-0.00192,0.03811,0.03821,0.00730,-0.00192,0.03811,0.03821,0.00730,-0.00351
>10022	1	l1	0.01050,0.01198,-0.00895,-0.01116,0.02471,0.01198,-0.00895,-0.01116,0.02471,0.01050,-0.00895,-0.01116,0.02471,0.01050,0.01198,-0.01116,0.02471,0.01050,0.01198,-0.00895
>10022	1	l2	-0.02812,0.02088,0.00124,-0.00836,0.01086,0.02088,0.00124,-0.00836,0.01086,-0.02812,0.00124,-0.00836,0.01086,-0.02812,0.02088,-0.00836,0.01086,-0.02812,0.02088,0.00124
>10022	1	l3	-0.00808,-0.03451,0.01248,0.00742,-0.00174,-0.03451,0.01248,0.00742,-0.00174,-0.00808,0.01248,0.00742,-0.00174,-0.00808,-0.03451,0.00742,-0.00174,-0.00808,-0.03451,0.01248
>10022	1	l4	0.00221,-0.01258,-0.01427,0.01413,-0.01136,-0.01258,-0.01427,0.01413,-0.01136,0.00221,-0.01427,0.01413,-0.01136,0.00221,-0.01258,0.01413,-0.01136,0.00221,-0.01258,-0.01427
>10022	1	l5	0.00324,-0.05355,0.01438,0.02552,-0.01984,-0.05355,0.01438,0.02552,-0.01984,0.00324,0.01438,0.02552,-0.01984,0.00324,-0.05355,0.02552,-0.01984,0.00324,-0.05355,0.01438
>10022	1	l6	-0.04718,-0.03499,-0.00024,0.03310,-0.02225,-0.03499,-0.00024,0.03310,-0.02225,-0.04718,-0.00024,0.03310,-0.02225,-0.04718,-0.03499,0.03310,-0.02225,-0.04718,-0.03499,-0.00024
>10022	1	l7	-0.00108,-0.04152,0.01635,-0.06072,-0.00316,-0.04152,0.01635,-0.06072,-0.00316,-0.00108,0.01635,-0.06072,-0.00316,-0.00108,-0.04152,-0.06072,-0.00316,-0.00108,-0.04152,0.01635
>10022	1	l8	0.00788,0.02874,0.02547,0.02604,-0.00223,0.02874,0.02547,0.02604,-0.00223,0.00788,0.02547,0.02604,-0.00223,0.00788,0.02874,0.02604,-0.00223,0.00788,0.02874,0.02547
>10023	1	l1	0.00211,-0.01660,-0.00614,-0.00395,-0.01302,-0.01660,-0.00614,-0.00395,-0.01302,0.00211,-0.00614,-0.00395,-0.01302,0.00211,-0.01660,-0.00395,-0.01302,0.00211,-0.01660,-0.00614
>10023	1	l2	0.01163,0.04522,-0.00299,0.02429,0.01864,0.04522,-0.00299,0.02429,0.01864,0.01163,-0.00299,0.02429,0.01864,0.01163,0.04522,0.02429,0.01864,0.01163,0.04522,-0.00299
>10023	1	l3	0.00171,-0.02764,-0.01705,0.01494,-0.00985,-0.02764,-0.01705,0.01494,-0.00985,0.00171,-0.01705,0.01494,-0.00985,0.00171,-0.02764,0.01494,-0.00985,0.00171,-0.02764,-0.01705
>10023	1	l4	0.02285,0.02174,0.00391,0.01131,0.02462,0.02174,0.00391,0.01131,0.02462,0.02285,0.00391,0.01131,0.02462,0.02285,0.02174,0.01131,0.02462,0.02285,0.02174,0.00391
>10023	1	l5	-0.01293,-0.04664,-0.00966,0.06381,-0.01365,-0.04664,-0.00966,0.06381,-0.01365,-0.01293,-0.00966,0.06381,-0.01365,-0.01293,-0.04664,0.06381,-0.01365,-0.01293,-0.04664,-0.00966
>10023	1	l6	0.00851,0.01396,0.00964,-0.00506,0.03343,0.01396,0.00964,-0.00506,0.03343,0.00851,0.00964,-0.00506,0.03343,0.00851,0.01396,-0.00506,0.03343,0.00851,0.01396,0.00964
>10023	1	l7	0.03997,-0.06126,0.02481,0.03261,-0.01132,-0.06126,0.02481,0.03261,-0.01132,0.03997,0.02481,0.03261,-0.01132,0.03997,-0.06126,0.03261,-0.01132,0.03997,-0.06126,0.02481
>10023	1	l8	0.03240,0.02542,-0.00266,0.00853,-0.02733,0.02542,-0.00266,0.00853,-0.02733,0.03240,-0.00266,0.00853,-0.02733,0.03240,0.02542,0.00853,-0.02733,0.03240,0.02542,-0.00266
>10025	1	l1	-0.00055,0.00002,0.00375,-0.00362,0.01188,0.00002,0.00375,-0.00362,0.01188,-0.00055,0.00375,-0.00362,0.01188,-0.00055,0.00002,-0.00362,0.01188,-0.00055,0.00002,0.00375
>10025	1	l2	-0.01866,-0.01416,0.01438,-0.00810,-0.00355,-0.01416,0.01438,-0.00810,-0.00355,-0.01866,0.01438,-0.00810,-0.00355,-0.01866,-0.01416,-0.00810,-0.00355,-0.01866,-0.01416,0.01438
>10025	1	l3	-0.00963,-0.00235,0.00747,-0.00052,-0.00104,-0.00235,0.00747,-0.00052,-0.00104,-0.00963,0.00747,-0.00052,-0.00104,-0.00963,-0.00235,-0.00052,-0.00104,-0.00963,-0.00235,0.00747
>10025	1	l4	0.01622,-0.02302,0.01868,0.00188,-0.01110,-0.02302,0.01868,0.00188,-0.01110,0.01622,0.01868,0.00188,-0.01110,0.01622,-0.02302,0.00188,-0.01110,0.01622,-0.02302,0.01868
>10025	1	l5	0.00326,-0.00156,-0.01061,-0.02717,-0.03028,-0.00156,-0.01061,-0.02717,-0.03028,0.00326,-0.01061,-0.02717,-0.03028,0.00326,-0.00156,-0.02717,-0.03028,0.00326,-0.00156,-0.01061
>10025	1	l6	-0.00120,0.03495,0.01208,0.00089,-0.04529,0.03495,0.01208,0.00089,-0.04529,-0.00120,0.01208,0.00089,-0.04529,-0.00120,0.03495,0.00089,-0.04529,-0.00120,0.03495,0.01208
>10025	1	l7	-0.00872,-0.00730,0.00190,0.01216,0.00965,-0.00730,0.00190,0.01216,0.00965,-0.00872,0.00190,0.01216,0.00965,-0.00872,-0.00730,0.01216,0.00965,-0.00872,-0.00730,0.00190
>10025	1	l8	0.00578,0.00294,0.01150,0.00107,0.03019,0.00294,0.01150,0.00107,0.03019,0.00578,0.01150,0.00107,0.03019,0.00578,0.00294,0.00107,0.03019,0.00578,0.00294,0.01150
>10026	1	l1	0.00204,0.00453,-0.00294,-0.00017,-0.01092,0.00453,-0.00294,-0.00017,-0.01092,0.00204,-0.00294,-0.00017,-0.01092,0.00204,0.00453,-0.00017,-0.01092,0.00204,0.00453,-0.00294
>10026	1	l2	-0.01725,-0.00144,-0.01300,-0.00682,0.01048,-0.00144,-0.01300,-0.00682,0.01048,-0.01725,-0.01300,-0.00682,0.01048,-0.01725,-0.00144,-0.00682,0.01048,-0.01725,-0.00144,-0.01300
>10026	1	l3	-0.01132,-0.00223,0.00244,-0.02492,-0.01815,-0.00223,0.00244,-0.02492,-0.01815,-0.01132,0.00244,-0.02492,-0.01815,-0.01132,-0.00223,-0.02492,-0.01815,-0.01132,-0.00223,0.00244
>10026	1	l4	0.00395,0.00049,0.00866,0.00428,-0.00187,0.00049,0.00866,0.00428,-0.00187,0.00395,0.00866,0.00428,-0.00187,0.00395,0.00049,0.00428,-0.00187,0.00395,0.00049,0.00866
>10026	1	l5	-0.01340,0.00192,-0.00584,-0.00124,-0.01226,0.00192,-0.00584,-0.00124,-0.01226,-0.01340,-0.00584,-0.00124,-0.01226,-0.01340,0.00192,-0.00124,-0.01226,-0.01340,0.00192,-0.00584
>10026	1	l6	-0.00148,-0.00482,0.00407,-0.01363,-0.00918,-0.00482,0.00407,-0.01363,-0.00918,-0.00148,0.00407,-0.01363,-0.00918,-0.00148,-0.00482,-0.01363,-0.00918,-0.00148,-0.00482,0.00407
>10026	1	l7	0.00763,0.00552,0.03638,0.02331,0.01714,0.00552,0.03638,0.02331,0.01714,0.00763,0.03638,0.02331,0.01714,0.00763,0.00552,0.02331,0.01714,0.00763,0.00552,0.03638
>10026	1	l8	-0.00085,-0.01150,-0.03396,0.00653,-0.01833,-0.01150,-0.03396,0.00653,-0.01833,-0.00085,-0.03396,0.00653,-0.01833,-0.00085,-0.01150,0.00653,-0.01833,-0.00085,-0.01150,-0.03396
>10027	1	l1	0.00326,-0.00081,-0.00581,0.01251,0.01279,-0.00081,-0.00581,0.01251,0.01279,0.00326,-0.00581,0.01251,0.01279,0.00326,-0.00081,0.01251,0.01279,0.00326,-0.00081,-0.00581
>10027	1	l2	0.01848,0.00252,-0.00597,-0.01342,-0.01055,0.00252,-0.00597,-0.01342,-0.01055,0.01848,-0.00597,-0.01342,-0.01055,0.01848,0.00252,-0.01342,-0.01055,0.01848,0.00252,-0.00597
>10027	1	l3	0.02465,-0.00394,-0.04277,-0.01333,-0.02022,-0.00394,-0.04277,-0.01333,-0.02022,0.02465,-0.04277,-0.01333,-0.02022,0.02465,-0.00394,-0.01333,-0.02022,0.02465,-0.00394,-0.04277
>10027	1	l4	-0.02200,0.00228,-0.00398,-0.01273,-0.01667,0.00228,-0.00398,-0.01273,-0.01667,-0.02200,-0.00398,-0.01273,-0.01667,-0.02200,0.00228,-0.01273,-0.01667,-0.02200,0.00228,-0.00398
>10027	1	l5	0.02525,0.01388,-0.01660,0.01643,-0.01969,0.01388,-0.01660,0.01643,-0.01969,0.02525,-0.01660,0.01643,-0.01969,0.02525,0.01388,0.01643,-0.01969,0.02525,0.01388,-0.01660
>10027	1	l6	0.01642,-0.01010,0.05366,0.03034,-0.00514,-0.01010,0.05366,0.03034,-0.00514,0.01642,0.05366,0.03034,-0.00514,0.01642,-0.01010,0.03034,-0.00514,0.01642,-0.01010,0.05366
>10027	1	l7	0.03696,-0.00034,-0.00315,0.01365,0.02938,-0.00034,-0.00315,0.01365,0.02938,0.03696,-0.00315,0.01365,0.02938,0.03696,-0.00034,0.01365,0.02938,0.03696,-0.00034,-0.00315
>10027	1	l8	0.02255,0.00828,0.00212,-0.01233,0.03422,0.00828,0.00212,-0.01233,0.03422,0.02255,0.00212,-0.01233,0.03422,0.02255,0.00828,-0.01233,0.03422,0.02255,0.00828,0.00212
>10028	1	l1	0.02027,0.00156,-0.03454,0.00989,0.00537,0.00156,-0.03454,0.00989,0.00537,0.02027,-0.03454,0.00989,0.00537,0.02027,0.00156,0.00989,0.00537,0.02027,0.00156,-0.03454
>10028	1	l2	-0.00240,-0.00046,0.00947,0.01347,-0.00837,-0.00046,0.00947,0.01347,-0.00837,-0.00240,0.00947,0.01347,-0.00837,-0.00240,-0.00046,0.01347,-0.00837,-0.00240,-0.00046,0.00947
>10028	1	l3	0.01839,-0.00064,-0.02071,0.00113,-0.00910,-0.00064,-0.02071,0.00113,-0.00910,0.01839,-0.02071,0.00113,-0.00910,0.01839,-0.00064,0.00113,-0.00910,0.01839,-0.00064,-0.02071
>10028	1	l4	-0.01569,0.00045,0.01742,-0.00773,-0.00246,0.00045,0.01742,-0.00773,-0.00246,-0.01569,0.01742,-0.00773,-0.00246,-0.01569,0.00045,-0.00773,-0.00246,-0.01569,0.00045,0.01742
>10028	1	l5	-0.01678,0.00097,-0.00426,0.01266,-0.00870,0.00097,-0.00426,0.01266,-0.00870,-0.01678,-0.00426,0.01266,-0.00870,-0.01678,0.00097,0.01266,-0.00870,-0.01678,0.00097,-0.00426
>10028	1	l6	0.03133,0.00051,0.02339,0.02168,-0.02507,0.00051,0.02339,0.02168,-0.02507,0.03133,0.02339,0.02168,-0.02507,0.03133,0.00051,0.02168,-0.02507,0.03133,0.00051,0.02339
>10028	1	l7	0.03001,0.00098,0.01211,0.02816,-0.00079,0.00098,0.01211,0.02816,-0.00079,0.03001,0.01211,0.02816,-0.00079,0.03001,0.00098,0.02816,-0.00079,0.03001,0.00098,0.01211
>10028	1	l8	0.02327,-0.00024,-0.05003,0.02725,0.01218,-0.00024,-0.05003,0.02725,0.01218,0.02327,-0.05003,0.02725,0.01218,0.02327,-0.00024,0.02725,0.01218,0.02327,-0.00024,-0.05003
>10029	1	l1	0.00223,-0.02198,-0.00008,0.01788,-0.01097,-0.02198,-0.00008,0.01788,-0.01097,0.00223,-0.00008,0.01788,-0.01097,0.00223,-0.02198,0.01788,-0.01097,0.00223,-0.02198,-0.00008
>10029	1	l2	-0.00323,-0.00267,-0.00379,0.00232,-0.00381,-0.00267,-0.00379,0.00232,-0.00381,-0.00323,-0.00379,0.00232,-0.00381,-0.00323,-0.00267,0.00232,-0.00381,-0.00323,-0.00267,-0.00379
>10029	1	l3	-0.00898,-0.02035,-0.03567,0.03847,-0.00531,-0.02035,-0.03567,0.03847,-0.00531,-0.00898,-0.03567,0.03847,-0.00531,-0.00898,-0.02035,0.03847,-0.00531,-0.00898,-0.02035,-0.03567
>10029	1	l4	-0.01573,0.03894,-0.00311,0.00958,0.01686,0.03894,-0.00311,0.00958,0.01686,-0.01573,-0.00311,0.00958,0.01686,-0.01573,0.03894,0.00958,0.01686,-0.01573,0.03894,-0.00311
>10029	1	l5	-0.00855,-0.00455,-0.01558,0.01098,0.00357,-0.00455,-0.01558,0.01098,0.00357,-0.00855,-0.01558,0.01098,0.00357,-0.00855,-0.00455,0.01098,0.00357,-0.00855,-0.00455,-0.01558
>10029	1	l6	0.00177,-0.01075,0.05029,0.00685,-0.01366,-0.01075,0.05029,0.00685,-0.01366,0.00177,0.05029,0.00685,-0.01366,0.00177,-0.01075,0.00685,-0.01366,0.00177,-0.01075,0.05029
>10029	1	l7	0.00556,-0.00854,0.02602,-0.04124,0.00478,-0.00854,0.02602,-0.04124,0.00478,0.00556,0.02602,-0.04124,0.00478,0.00556,-0.00854,-0.04124,0.00478,0.00556,-0.00854,0.02602
>10029	1	l8	-0.01367,0.02423,-0.00197,-0.02291,0.00669,0.02423,-0.00197,-0.02291,0.00669,-0.01367,-0.00197,-0.02291,0.00669,-0.01367,0.02423,-0.02291,0.00669,-0.01367,0.02423,-0.00197
>10030	1	l1	0.00062,-0.00707,-0.00028,0.00855,-0.01568,-0.00707,-0.00028,0.00855,-0.01568,0.00062,-0.00028,0.00855,-0.01568,0.00062,-0.00707,0.00855,-0.01568,0.00062,-0.00707,-0.00028
>10030	1	l2	0.00208,-0.00367,-0.00384,-0.00131,-0.00002,-0.00367,-0.00384,-0.00131,-0.00002,0.00208,-0.00384,-0.00131,-0.00002,0.00208,-0.00367,-0.00131,-0.00002,0.00208,-0.00367,-0.00384
>10030	1	l3	-0.00717,-0.01713,-0.03731,0.05257,-0.00783,-0.01713,-0.03731,0.05257,-0.00783,-0.00717,-0.03731,0.05257,-0.00783,-0.00717,-0.01713,0.05257,-0.00783,-0.00717,-0.01713,-0.03731
>10030	1	l4	-0.01418,0.01466,-0.00298,0.00199,0.01703,0.01466,-0.00298,0.00199,0.01703,-0.01418,-0.00298,0.00199,0.01703,-0.01418,0.01466,0.00199,0.01703,-0.01418,0.01466,-0.00298
>10030	1	l5	-0.00885,-0.00041,-0.01557,0.00118,-0.00429,-0.00041,-0.01557,0.00118,-0.00429,-0.00885,-0.01557,0.00118,-0.00429,-0.00885,-0.00041,0.00118,-0.00429,-0.00885,-0.00041,-0.01557
>10030	1	l6	-0.00359,-0.00372,0.05136,0.02646,-0.00899,-0.00372,0.05136,0.02646,-0.00899,-0.00359,0.05136,0.02646,-0.00899,-0.00359,-0.00372,0.02646,-0.00899,-0.00359,-0.00372,0.05136
>10030	1	l7	0.00237,-0.01084,0.02586,-0.03420,0.00952,-0.01084,0.02586,-0.03420,0.00952,0.00237,0.02586,-0.03420,0.00952,0.00237,-0.01084,-0.03420,0.00952,0.00237,-0.01084,0.02586
>10030	1	l8	-0.01084,0.00703,-0.00083,-0.00036,-0.00377,0.00703,-0.00083,-0.00036,-0.00377,-0.01084,-0.00083,-0.00036,-0.00377,-0.01084,0.00703,-0.00036,-0.00377,-0.01084,0.00703,-0.00083
>10031	1	l1	0.00896,0.01307,-0.00653,0.01667,-0.00939,0.01307,-0.00653,0.01667,-0.00939,0.00896,-0.00653,0.01667,-0.00939,0.00896,0.01307,0.01667,-0.00939,0.00896,0.01307,-0.00653
>10031	1	l2	0.00663,0.00626,0.00624,0.02001,-0.00142,0.00626,0.00624,0.02001,-0.00142,0.00663,0.00624,0.02001,-0.00142,0.00663,0.00626,0.02001,-0.00142,0.00663,0.00626,0.00624
>10031	1	l3	-0.00054,0.00913,0.02205,0.01114,0.00111,0.00913,0.02205,0.01114,0.00111,-0.00054,0.02205,0.01114,0.00111,-0.00054,0.00913,0.01114,0.00111,-0.00054,0.00913,0.02205
>10031	1	l4	-0.00089,-0.01146,-0.00583,0.01368,-0.01703,-0.01146,-0.00583,0.01368,-0.01703,-0.00089,-0.00583,0.01368,-0.01703,-0.00089,-0.01146,0.01368,-0.01703,-0.00089,-0.01146,-0.00583
>10031	1	l5	-0.00791,-0.00441,0.03142,0.00547,0.01540,-0.00441,0.03142,0.00547,0.01540,-0.00791,0.03142,0.00547,0.01540,-0.00791,-0.00441,0.00547,0.01540,-0.00791,-0.00441,0.03142
>10031	1	l6	-0.01170,-0.01275,-0.01906,-0.01139,0.00678,-0.01275,-0.01906,-0.01139,0.00678,-0.01170,-0.01906,-0.01139,0.00678,-0.01170,-0.01275,-0.01139,0.00678,-0.01170,-0.01275,-0.01906
>10031	1	l7	0.00213,-0.01225,0.04076,0.00443,-0.00077,-0.01225,0.04076,0.00443,-0.00077,0.00213,0.04076,0.00443,-0.00077,0.00213,-0.01225,0.00443,-0.00077,0.00213,-0.01225,0.04076
>10031	1	l8	-0.00087,-0.02062,0.00303,-0.01274,0.00853,-0.02062,0.00303,-0.01274,0.00853,-0.00087,0.00303,-0.01274,0.00853,-0.00087,-0.02062,-0.01274,0.00853,-0.00087,-0.02062,0.00303
>10032	1	l1	0.00896,0.01307,-0.00653,0.01667,-0.00939,0.01307,-0.00653,0.01667,-0.00939,0.00896,-0.00653,0.01667,-0.00939,0.00896,0.01307,0.01667,-0.00939,0.00896,0.01307,-0.00653
>10032	1	l2	0.00684,0.00643,0.01206,0.01733,0.00021,0.00643,0.01206,0.01733,0.00021,0.00684,0.01206,0.01733,0.00021,0.00684,0.00643,0.01733,0.00021,0.00684,0.00643,0.01206
>10032	1	l3	-0.00056,0.00523,0.00949,0.00913,-0.00092,0.00523,0.00949,0.00913,-0.00092,-0.00056,0.00949,0.00913,-0.00092,-0.00056,0.00523,0.00913,-0.00092,-0.00056,0.00523,0.00949
