protein	class	lag	features
>10084	1	l2	0.00000,0.00356,-0.00386,-0.04217,-0.00216
>10084	1	l3	-0.00128,-0.03511,0.00320,-0.01305,-0.01259
>10084	1	l4	0.00818,-0.00441,0.00232,-0.00763,0.00782
>10084	1	l5	0.00519,0.00067,-0.00230,0.00394,-0.02388
>10084	1	l6	-0.00253,0.01417,-0.01404,0.02464,0.01453
>10084	1	l7	0.01205,-0.03609,0.00833,0.05406,0.01088
>10084	1	l8	0.01843,-0.02452,0.00121,-0.04600,0.03205
>10088	1	l1	-0.00694,0.00188,-0.01117,0.01618,-0.00654
>10088	1	l2	-0.00878,-0.03497,0.00079,0.00837,-0.00581
>10088	1	l3	0.02174,0.01630,0.00608,0.01978,-0.00155
>10088	1	l4	0.00618,-0.04517,-0.04066,0.01262,0.00089
>10088	1	l5	-0.00778,-0.00260,0.00087,0.00523,0.00318
>10088	1	l6	-0.00263,0.05063,0.00819,0.02655,0.00840
>10088	1	l7	0.02943,0.02374,-0.01185,0.02199,-0.00704
>10088	1	l8	-0.00664,-0.02211,0.03479,-0.00043,-0.00361
>10109	1	l1	-0.01587,0.01927,0.00545,0.01232,0.01072
>10109	1	l2	0.00940,0.00725,-0.00912,0.03684,-0.00207
>10109	1	l3	0.02021,0.02420,-0.02023,-0.00673,0.00016
>10109	1	l4	-0.01620,0.02416,0.00721,0.02360,-0.00791
>10109	1	l5	0.03738,0.01050,0.01033,0.00149,-0.02052
>10109	1	l6	-0.01160,0.01617,0.00118,0.02015,-0.02394
>10109	1	l7	0.00021,0.01032,-0.01030,-0.01249,0.02284
>10109	1	l8	0.03371,0.01449,-0.00539,0.05072,0.02456
>10112	1	l1	0.04746,0.02838,0.01351,-0.00328,0.02765
>10112	1	l2	0.02754,0.00625,0.00926,0.00929,0.01157
>10112	1	l3	0.00705,0.02287,0.00335,-0.00472,-0.00405
>10112	1	l4	-0.01390,0.01932,-0.00072,-0.00881,-0.01864
>10112	1	l5	-0.03730,0.01134,-0.00288,-0.01367,-0.02803
>10112	1	l6	-0.05906,0.01664,-0.00522,0.00360,-0.03223
>10112	1	l7	-0.04710,-0.01294,-0.00297,-0.00691,-0.02125
>10112	1	l8	-0.02980,-0.04695,-0.00520,0.01955,-0.01303
>10115	1	l1	-0.00885,-0.01282,-0.00454,0.00699,0.00138
>10115	1	l2	0.00547,-0.03535,-0.00493,-0.01434,-0.01924
>10115	1	l3	0.01052,0.02803,0.00909,-0.01861,-0.00516
>10115	1	l4	0.00915,0.00754,0.00636,0.00464,0.00514
>10115	1	l5	-0.03269,-0.02982,0.00076,0.01189,0.01756
>10115	1	l6	0.02031,0.01883,-0.01277,-0.00937,-0.00340
>10115	1	l7	-0.01758,0.02859,0.02047,-0.02106,-0.01849
>10115	1	l8	-0.01591,-0.05159,0.00872,-0.00650,-0.01048
>10116	1	l1	-0.00611,0.01506,-0.01096,0.01055,0.00237
>10116	1	l2	-0.01039,-0.02224,0.00078,-0.01921,-0.00343
>10116	1	l3	0.02434,-0.02160,0.01832,0.01507,-0.00261
>10116	1	l4	0.00169,-0.00483,-0.01095,0.00136,-0.00583
>10116	1	l5	-0.03029,0.00620,-0.00036,-0.02217,0.00011
>10116	1	l6	0.00298,0.02034,0.00618,0.00379,-0.01116
>10116	1	l7	0.00992,0.03302,-0.02246,0.01116,-0.00584
>10116	1	l8	-0.03509,-0.00484,0.00270,-0.02182,0.01031
>10120	1	l1	-0.01512,0.00237,-0.00819,-0.00992,-0.00195
>10120	1	l2	0.02268,0.00853,-0.00090,-0.02503,-0.00900
>10120	1	l3	-0.00824,0.00464,0.00130,0.00829,-0.01026
>10120	1	l4	0.01352,-0.01672,-0.01422,0.00521,0.00403
>10120	1	l5	-0.01268,0.00632,0.00051,-0.03019,0.00035
>10120	1	l6	0.00418,-0.00465,0.02305,-0.00027,-0.00209
>10120	1	l7	0.00629,-0.00033,-0.02046,0.03859,-0.00638
>10120	1	l8	-0.00465,0.00332,-0.02482,-0.01437,-0.00424
>10121	1	l1	0.00602,0.00529,-0.02395,-0.02304,-0.00590
>10121	1	l2	0.01114,-0.00776,0.00470,-0.00112,-0.01204
>10121	1	l3	0.00797,0.00360,-0.01491,-0.00211,-0.01041
>10121	1	l4	-0.00670,-0.01533,-0.01591,-0.00825,0.03661
>10121	1	l5	-0.00418,0.00354,0.01274,0.00751,-0.01983
>10121	1	l6	-0.00115,0.01599,0.00873,-0.00444,-0.03086
>10121	1	l7	-0.00699,-0.01548,0.02584,0.02546,-0.02568
>10121	1	l8	-0.01452,-0.03661,-0.00958,-0.03435,0.02689
>10122	1	l1	0.01763,0.00453,-0.01034,-0.00813,-0.00537
>10122	1	l2	0.01507,-0.03070,0.00408,-0.00133,-0.02906
>10122	1	l3	0.01616,-0.01480,-0.01006,-0.02516,0.00754
>10122	1	l4	0.00542,-0.02509,0.00611,0.01273,0.03391
>10122	1	l5	0.00705,0.02544,0.00474,-0.00845,0.01680
>10122	1	l6	0.00768,0.02685,0.01390,0.04083,0.01643
>10122	1	l7	0.00589,0.00823,0.00603,-0.00213,-0.04791
>10122	1	l8	-0.00481,0.01756,-0.00675,-0.00812,0.03770
>10123	1	l1	0.02928,0.01076,-0.00714,-0.00099,-0.00013
>10123	1	l2	0.01615,-0.02423,-0.01475,-0.00291,-0.00035
>10123	1	l3	0.00672,-0.00599,0.00824,0.00400,0.00494
>10123	1	l4	-0.00062,0.01829,0.00381,0.01516,0.00660
>10123	1	l5	0.00777,0.03722,0.00626,0.00493,0.02081
>10123	1	l6	0.00048,-0.01053,-0.00702,0.01163,0.02481
>10123	1	l7	-0.00646,-0.03397,-0.01238,-0.00135,-0.03426
>10123	1	l8	-0.01630,-0.03338,0.01031,-0.00275,0.00755
>10124	1	l1	0.01860,0.02611,-0.01661,-0.00127,-0.00310
>10124	1	l2	-0.02177,-0.00005,-0.00901,-0.00143,-0.00470
>10124	1	l3	-0.02807,0.00492,0.00757,0.00036,-0.00600
>10124	1	l4	-0.03170,-0.00493,-0.00319,-0.00691,0.00183
>10124	1	l5	-0.01268,0.00174,-0.00626,0.00906,0.01652
>10124	1	l6	0.02598,-0.03667,-0.01550,0.00949,0.00253
>10124	1	l7	0.03375,-0.05205,0.01620,-0.00471,-0.00342
>10124	1	l8	0.02955,-0.00495,0.02033,-0.01819,-0.01265
>10130	1	l1	-0.01692,-0.00826,-0.00855,0.02287,0.01522
>10130	1	l2	0.00631,0.01751,0.02043,0.01212,-0.00453
>10130	1	l3	0.01443,-0.02835,-0.02736,0.01455,0.01233
>10130	1	l4	-0.02133,0.00380,-0.01173,0.01877,0.01625
>10130	1	l5	0.02746,-0.02846,-0.00426,0.00536,-0.00608
>10130	1	l6	-0.02325,0.00729,-0.01371,0.00996,-0.00025
>10130	1	l7	0.01331,-0.03171,0.01220,0.01497,0.02760
>10130	1	l8	0.01056,0.01146,0.00109,0.00676,0.02708
>10131	1	l1	-0.01218,-0.00251,-0.00595,0.00002,-0.00133
>10131	1	l2	-0.00436,0.00371,-0.00990,-0.01901,-0.00461
>10131	1	l3	0.01760,0.00153,0.00980,0.00052,0.00182
>10131	1	l4	-0.01660,-0.00556,-0.04410,0.00415,-0.00004
>10131	1	l5	-0.02379,0.00699,-0.01849,0.00850,-0.00886
>10131	1	l6	-0.00695,-0.01272,0.02314,0.00573,0.00117
>10131	1	l7	0.01586,0.01380,-0.00804,-0.00103,-0.02228
>10131	1	l8	-0.04022,-0.02584,0.02158,-0.00639,-0.01805
>10132	1	l1	-0.01033,0.01512,-0.00964,0.00825,-0.00604
>10132	1	l2	0.01384,0.01006,0.00008,0.01500,-0.01224
>10132	1	l3	0.00663,0.00213,0.00906,0.01028,-0.01340
>10132	1	l4	-0.02623,-0.00048,0.00291,-0.00735,0.02452
>10132	1	l5	0.02453,0.00595,-0.00366,0.02062,0.00131
>10132	1	l6	-0.02466,0.02318,-0.01372,-0.01673,-0.00549
>10132	1	l7	0.02630,0.01772,0.00364,0.01105,-0.02465
>10132	1	l8	0.01298,0.02340,-0.00887,0.02945,0.02311
>10134	1	l1	-0.01567,-0.00404,-0.00757,-0.00317,-0.00294
>10134	1	l2	0.01895,-0.01711,-0.01384,-0.01969,0.01920
>10134	1	l3	0.00935,0.01111,0.01514,0.00801,0.01199
>10134	1	l4	-0.01594,-0.00186,-0.01968,-0.00259,0.00989
>10134	1	l5	0.02258,-0.01170,-0.00624,-0.00828,0.01550
>10134	1	l6	-0.01928,-0.01168,0.05284,-0.00627,0.01917
>10134	1	l7	0.01181,0.00090,-0.01376,0.00193,0.01627
>10134	1	l8	-0.00665,0.01945,-0.02634,0.02883,0.02842
>10135	1	l1	0.00262,-0.00759,-0.01887,-0.00034,0.01364
>10135	1	l2	-0.00400,-0.00446,-0.00156,0.00165,0.00428
>10135	1	l3	0.00181,0.00074,-0.02527,-0.00696,0.02055
>10135	1	l4	-0.00079,-0.00987,0.04808,-0.00430,0.01153
>10135	1	l5	-0.00088,0.00293,-0.03029,0.00900,0.01428
>10135	1	l6	0.03242,0.00675,-0.00183,0.00659,0.00492
>10135	1	l7	0.01658,-0.00231,-0.02672,-0.01278,-0.00796
>10135	1	l8	-0.02757,0.00718,0.06628,-0.00756,-0.00045
>10136	1	l1	0.01120,-0.00137,0.02658,0.00517,0.00307
>10136	1	l2	0.00497,-0.01681,0.02290,0.00010,0.01384
>10136	1	l3	-0.00225,0.00531,0.00615,-0.00908,0.00340
>10136	1	l4	-0.00237,-0.01459,0.02331,-0.00098,-0.00280
>10136	1	l5	-0.00401,-0.00406,0.01180,0.00487,-0.00359
>10136	1	l6	-0.01175,0.00402,0.01974,0.00252,-0.00793
>10136	1	l7	-0.01386,-0.00794,0.01152,0.00224,-0.01181
>10136	1	l8	0.00506,0.01435,0.01670,-0.00130,-0.01212
>10137	1	l1	0.01086,0.01661,-0.01868,-0.00164,0.01017
>10137	1	l2	0.01084,0.00525,0.01852,0.00417,-0.00271
>10137	1	l3	0.00308,0.00609,-0.00547,0.00305,0.01681
>10137	1	l4	0.01036,0.00908,0.00533,0.00753,-0.01322
>10137	1	l5	0.01300,0.00234,-0.00596,0.00457,-0.01148
>10137	1	l6	0.00071,0.00127,-0.00003,0.00110,0.01303
>10137	1	l7	0.00385,-0.00408,-0.01112,0.00624,-0.00100
>10137	1	l8	0.00873,-0.00090,0.01182,0.00374,0.00120
>10138	1	l1	-0.03185,-0.00953,0.01509,0.00151,0.01705
>10138	1	l2	0.02179,0.00722,-0.00565,0.01396,0.01961
>10138	1	l3	-0.00619,0.00905,-0.03773,0.00604,0.02076
>10138	1	l4	-0.00561,0.00478,0.00410,0.01992,-0.00110
>10138	1	l5	0.01614,0.00560,-0.02438,0.00908,0.01905
>10138	1	l6	-0.03244,0.00710,-0.02437,0.01564,0.02930
>10138	1	l7	0.03143,0.00530,-0.05864,-0.01027,0.02232
>10138	1	l8	-0.03207,-0.02423,0.02157,0.01323,0.05763
>10139	1	l1	-0.00722,-0.00411,0.02756,0.01116,0.00626
>10139	1	l2	-0.00351,-0.00244,0.01515,0.00520,0.01521
>10139	1	l3	0.00892,0.01154,0.00293,0.00940,-0.01863
>10139	1	l4	-0.01980,-0.00041,-0.01390,-0.00119,-0.00286
>10139	1	l5	0.00690,-0.00358,-0.02225,-0.00299,-0.00776
>10139	1	l6	0.00335,0.00963,-0.02444,0.00941,0.00763
>10139	1	l7	-0.01383,-0.01422,-0.00598,0.00236,0.01049
>10139	1	l8	0.00840,-0.00237,0.02202,0.00297,-0.01263
>10140	1	l1	-0.00787,0.02462,0.01427,0.02607,-0.00728
>10140	1	l2	-0.00968,0.01417,0.00373,0.02034,-0.00328
>10140	1	l3	0.00205,-0.00136,0.00931,0.01702,0.00336
>10140	1	l4	0.01597,0.00609,-0.01612,0.02126,-0.00709
>10140	1	l5	-0.02410,0.00476,-0.00113,0.01795,0.00596
>10140	1	l6	-0.00170,-0.00076,-0.00221,0.02338,-0.00794
>10140	1	l7	0.01687,0.00790,0.00029,0.01650,-0.00295
>10140	1	l8	-0.00436,0.01853,0.00358,0.01927,0.01014
>10141	1	l1	-0.00875,-0.00723,-0.02245,0.00901,-0.00121
>10141	1	l2	-0.00320,0.00516,0.00736,0.01280,-0.00933
>10141	1	l3	0.01443,-0.00337,-0.01124,0.00343,0.00964
>10141	1	l4	-0.00240,-0.00595,-0.00074,-0.00421,-0.00013
>10141	1	l5	-0.02767,0.01271,0.00554,0.00693,-0.00048
>10141	1	l6	0.02075,-0.03092,0.01295,-0.00477,0.00369
>10141	1	l7	0.00056,0.02096,-0.00504,-0.00313,0.00369
>10141	1	l8	-0.00271,-0.00808,-0.00269,-0.00588,0.00537
>10142	1	l1	-0.00193,-0.01427,-0.00775,-0.00405,0.00731
>10142	1	l2	0.00370,-0.01369,-0.00639,-0.00225,-0.00920
>10142	1	l3	-0.00394,0.01435,0.00730,-0.00969,-0.02564
>10142	1	l4	0.00299,-0.04495,-0.00996,-0.00276,-0.00260
>10142	1	l5	-0.01714,0.00805,0.01532,0.01160,0.00822
>10142	1	l6	0.01196,-0.00720,-0.00605,-0.00640,-0.00595
>10142	1	l7	0.00955,-0.01258,-0.01616,0.00706,-0.01214
>10142	1	l8	0.00475,0.05901,0.00062,-0.02309,-0.01314
>10143	1	l1	0.00463,-0.01214,0.00753,-0.00663,-0.00189
>10143	1	l2	0.01227,0.00617,-0.00338,-0.01320,0.00149
>10143	1	l3	0.00292,-0.01368,0.00141,-0.00378,-0.00136
>10143	1	l4	0.00049,-0.01621,0.00262,0.00938,-0.02192
>10143	1	l5	0.00277,0.00591,-0.00265,0.00551,-0.00486
>10143	1	l6	0.01334,0.01481,-0.01623,-0.01312,0.00015
>10143	1	l7	0.00508,0.01280,0.00540,-0.00002,-0.00444
>10143	1	l8	0.00826,-0.00402,0.00208,0.00007,0.00541
>10145	1	l1	0.00900,0.03150,0.00726,0.00554,-0.00164
>10145	1	l2	0.00151,0.02524,-0.00530,0.00699,-0.00186
>10145	1	l3	0.00737,0.02913,0.00319,0.01335,-0.00816
>10145	1	l4	0.00667,0.01107,0.01017,0.00877,0.00441
>10145	1	l5	0.00240,0.03085,0.02463,0.01085,-0.00580
>10145	1	l6	-0.01145,0.02067,0.00254,0.01119,0.00867
>10145	1	l7	-0.00353,0.00073,0.01047,0.00471,-0.00911
>10145	1	l8	-0.00351,0.05819,0.00788,0.00866,0.00969
>10146	1	l1	-0.00005,0.02211,0.00224,-0.00110,-0.01653
>10146	1	l2	0.00142,0.00491,-0.00122,0.00712,0.01215
>10146	1	l3	0.01016,0.00991,-0.00194,0.00769,-0.00561
>10146	1	l4	-0.01044,0.00249,0.00344,0.00263,0.01056
>10146	1	l5	-0.00032,0.00346,0.00651,-0.00225,-0.00921
>10146	1	l6	0.01977,-0.00067,-0.00247,0.00900,0.01201
>10146	1	l7	-0.02267,-0.01838,-0.00224,0.00244,-0.01127
>10146	1	l8	0.00308,-0.00100,0.00119,-0.00262,0.00033
>10147	1	l1	0.00214,0.00164,-0.00312,0.00922,0.00887
>10147	1	l2	0.00092,-0.00610,-0.00827,-0.00122,0.00427
>10147	1	l3	0.00425,-0.00625,0.01452,0.00572,-0.00013
>10147	1	l4	-0.00467,0.00716,-0.00068,0.00137,-0.00278
>10147	1	l5	-0.01076,0.01935,0.00899,0.00265,-0.01719
>10147	1	l6	0.00049,0.00760,-0.01317,0.01072,-0.00432
>10147	1	l7	-0.01929,-0.00199,-0.01471,0.01221,-0.00191
>10147	1	l8	-0.00766,-0.01117,-0.01831,-0.00581,-0.02817
>10148	1	l1	0.02124,0.00277,-0.02643,-0.00396,0.01104
>10148	1	l2	0.00596,0.04664,0.01665,0.00386,-0.01504
>10148	1	l3	-0.00471,-0.00680,-0.01852,-0.01359,-0.00438
>10148	1	l4	0.00140,0.05543,0.02839,-0.00076,0.02251
>10148	1	l5	0.02154,0.01643,-0.01237,-0.00458,0.02174
>10148	1	l6	0.02127,0.06989,0.02641,0.01798,-0.02367
>10148	1	l7	0.03026,-0.00834,-0.02323,-0.00055,-0.00833
>10148	1	l8	0.01923,0.04581,0.04673,0.00872,0.03366
>10149	1	l1	0.01440,0.01574,-0.00299,-0.01034,0.01157
>10149	1	l2	0.00022,0.03486,-0.00813,0.01404,-0.00748
>10149	1	l3	0.00048,-0.00523,-0.01301,-0.01888,0.00056
>10149	1	l4	-0.00114,0.03075,0.00798,-0.00009,0.01090
>10149	1	l5	0.00865,0.01700,-0.01536,-0.01865,0.02041
>10149	1	l6	0.00429,0.06942,0.02082,0.01435,-0.01117
>10149	1	l7	0.02200,0.02828,0.02008,-0.00988,-0.00473
>10149	1	l8	0.02355,0.02822,0.03872,0.02894,0.01223
>10150	1	l1	0.02460,0.00526,-0.01405,-0.00223,0.01340
>10150	1	l2	0.01160,0.01862,-0.01696,0.00361,-0.01288
>10150	1	l3	0.01820,0.02258,-0.00168,0.00551,-0.00562
>10150	1	l4	0.01747,0.00810,0.00616,-0.01341,0.00174
>10150	1	l5	0.01168,-0.00424,0.02860,0.00577,0.02069
>10150	1	l6	0.00740,-0.04072,-0.04166,-0.00915,-0.01291
>10150	1	l7	0.01530,0.01404,-0.01654,-0.00379,-0.04943
>10150	1	l8	0.02201,-0.04348,0.01584,0.02505,-0.03829
>10151	1	l1	0.02433,0.01284,-0.01866,-0.00165,-0.00503
>10151	1	l2	0.01284,0.01282,-0.00218,-0.00153,-0.00285
>10151	1	l3	0.00899,0.03093,0.00049,0.00490,-0.00765
>10151	1	l4	0.00634,0.00307,0.01194,-0.00556,0.01369
>10151	1	l5	0.01077,-0.02473,0.00877,0.00571,0.02307
>10151	1	l6	0.00690,-0.02059,0.01067,0.00627,-0.01007
>10151	1	l7	0.01937,0.00684,-0.03747,-0.00092,-0.01209
>10151	1	l8	0.03421,-0.07471,0.00917,0.01787,-0.04672
>10152	1	l1	-0.00990,-0.00142,0.01838,-0.00746,0.00120
>10152	1	l2	-0.01307,0.00381,0.00028,-0.00957,-0.00010
>10152	1	l3	-0.01949,0.01292,-0.00067,0.01321,0.00858
>10152	1	l4	0.00548,0.00162,-0.00373,-0.00483,-0.00306
>10152	1	l5	0.02208,-0.00611,0.02784,-0.00684,-0.00398
>10152	1	l6	0.01016,0.00356,0.06135,0.01808,-0.00087
>10152	1	l7	-0.01139,-0.00255,0.03166,0.00125,-0.00492
>10152	1	l8	-0.03320,-0.01352,-0.00882,-0.01070,-0.00555
>10153	1	l1	0.01528,-0.00146,0.02774,-0.02208,-0.00500
>10153	1	l2	0.01305,-0.00438,0.01624,0.01237,-0.01234
>10153	1	l3	-0.01250,0.00939,0.01433,-0.00715,0.00658
>10153	1	l4	-0.01838,0.00456,-0.00021,0.00935,-0.00019
>10153	1	l5	-0.04857,-0.00134,-0.00876,0.00226,-0.00875
>10153	1	l6	-0.00988,0.00128,0.00206,-0.01079,-0.01541
>10153	1	l7	-0.02199,0.01061,0.00550,0.00470,0.02374
>10153	1	l8	0.00797,-0.00754,-0.00036,-0.03641,-0.01117
>10154	1	l1	-0.01170,-0.00165,0.00053,0.01031,0.02725
>10154	1	l2	-0.02002,0.02850,-0.01275,0.02040,0.00221
>10154	1	l3	0.01157,-0.00440,0.00396,0.01344,0.01512
>10154	1	l4	0.00972,0.01434,-0.03179,0.02459,0.01893
>10154	1	l5	-0.00652,0.00178,-0.02720,0.00835,0.00545
>10154	1	l6	-0.00197,0.00168,0.01559,0.03056,0.00633
>10154	1	l7	-0.00270,0.02115,0.04069,0.01144,0.00445
>10154	1	l8	-0.02013,0.00480,-0.02854,0.02083,-0.02038
>10155	1	l1	-0.01847,-0.00370,0.00388,-0.00552,-0.00224
>10155	1	l2	0.00609,0.00769,0.00959,0.00168,0.00196
>10155	1	l3	0.02020,0.02540,-0.00238,-0.00375,-0.01653
>10155	1	l4	-0.02084,0.01420,-0.00312,-0.00285,0.00263
>10155	1	l5	0.02526,0.02883,-0.00345,0.00222,0.00503
>10155	1	l6	-0.00321,-0.02459,0.00321,-0.00129,-0.00741
>10155	1	l7	0.00078,0.04031,0.00220,0.00855,0.01416
>10155	1	l8	0.01262,0.04443,0.01905,-0.00641,-0.01151
>10156	1	l1	0.00687,-0.00273,-0.01260,0.01144,-0.00712
>10156	1	l2	-0.00570,-0.00024,-0.01653,0.01333,-0.01076
>10156	1	l3	0.00121,-0.00466,0.02935,0.01709,-0.01314
>10156	1	l4	0.03241,0.00597,0.00019,0.01370,-0.03578
>10156	1	l5	-0.02459,-0.00859,-0.00515,0.00922,0.04519
>10156	1	l6	-0.01808,-0.01258,0.01309,0.02100,0.01413
>10156	1	l7	0.00051,-0.00614,0.00130,-0.01501,0.00487
>10156	1	l8	0.00819,0.02426,0.01528,0.00030,-0.00157
>10157	1	l1	-0.03079,0.00383,-0.00277,-0.00557,-0.00402
>10157	1	l2	0.02161,0.00038,0.00209,-0.00139,0.00298
>10157	1	l3	-0.04011,-0.00702,0.00091,0.00059,0.01757
>10157	1	l4	0.02133,-0.00860,0.00015,-0.01420,-0.01223
>10157	1	l5	-0.02683,-0.00481,0.00226,0.00907,0.01050
>10157	1	l6	0.01783,-0.01306,-0.00360,0.00738,0.00230
>10157	1	l7	-0.00449,0.00599,0.00012,0.00584,-0.01518
>10157	1	l8	0.04628,0.01004,-0.00459,0.00157,0.01157
>10158	1	l1	0.00621,0.02227,-0.02403,0.01867,-0.01033
>10158	1	l2	-0.01641,-0.00970,-0.02300,0.04057,-0.01411
>10158	1	l3	-0.02079,-0.01485,0.00120,0.01573,0.00713
>10158	1	l4	0.00222,-0.01272,0.04663,0.02877,0.00904
>10158	1	l5	0.03084,0.01495,-0.07752,0.02021,0.02312
>10158	1	l6	0.01406,0.03907,0.00731,0.02049,-0.03726
>10158	1	l7	-0.01407,0.02997,0.01456,0.01486,0.00739
>10158	1	l8	-0.04251,0.01120,0.01536,0.00646,0.02244
>10159	1	l1	0.00039,0.00372,0.01989,0.00047,0.00459
>10159	1	l2	-0.01040,-0.00798,0.01724,-0.02088,-0.01295
>10159	1	l3	0.00383,0.00213,0.00503,-0.00416,-0.00474
>10159	1	l4	-0.01775,-0.00438,-0.00025,0.00879,-0.00406
>10159	1	l5	0.00892,0.01387,0.00607,-0.00303,-0.00985
>10159	1	l6	-0.01974,0.00752,0.00382,-0.00287,0.00948
>10159	1	l7	-0.01515,0.00405,0.00443,0.00818,0.00944
>10159	1	l8	0.00740,0.00832,0.00358,0.01065,0.02260
>10160	1	l1	-0.01883,-0.00751,0.02935,-0.01193,0.03427
>10160	1	l2	-0.01582,0.01653,-0.00832,-0.00995,-0.01515
>10160	1	l3	0.02592,-0.00832,-0.04027,0.00828,-0.04336
>10160	1	l4	-0.00223,-0.01549,0.00500,-0.01092,-0.01492
>10160	1	l5	-0.01174,-0.00845,0.04585,0.01096,-0.00308
>10160	1	l6	0.01207,-0.02852,-0.01962,-0.01234,0.01948
>10160	1	l7	0.00078,0.00730,-0.10640,-0.00127,0.03285
>10160	1	l8	0.00138,0.03832,-0.19332,0.00839,0.06950
>10161	1	l1	0.02250,0.02525,-0.00256,0.01480,-0.01983
>10161	1	l2	-0.02814,0.00611,-0.02422,0.01337,0.00127
>10161	1	l3	-0.02221,0.00604,0.03284,0.02100,0.00912
>10161	1	l4	0.02657,0.01494,-0.02537,0.00635,-0.03236
>10161	1	l5	0.03632,0.01769,-0.05073,0.02326,0.03706
>10161	1	l6	0.02330,-0.00742,0.01773,0.00371,-0.01049
>10161	1	l7	-0.07801,-0.01988,0.02772,-0.03061,-0.03242
>10161	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10162	1	l1	-0.04484,-0.00251,0.00403,0.00229,0.01066
>10162	1	l2	-0.00351,0.00552,0.00676,-0.00747,-0.03397
>10162	1	l3	0.04642,-0.00501,-0.00680,0.03114,-0.03137
>10162	1	l4	-0.06531,-0.00437,-0.00405,0.03179,0.02996
>10162	1	l5	0.03403,-0.08592,-0.00160,0.01754,0.07134
>10162	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>10162	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10162	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10163	1	l1	-0.00009,0.00018,0.00040,-0.02289,-0.02052
>10163	1	l2	0.00052,-0.00132,-0.02531,0.01032,0.00142
>10163	1	l3	0.00428,-0.00644,-0.01238,-0.01686,-0.00228
>10163	1	l4	0.00623,-0.00214,0.02185,0.02412,0.00597
>10163	1	l5	-0.01791,0.01499,0.02527,-0.00538,-0.00587
>10163	1	l6	-0.01862,-0.00423,-0.02762,-0.01645,0.01790
>10163	1	l7	-0.02063,0.00137,-0.03280,0.00723,0.00280
>10163	1	l8	-0.01003,-0.00812,0.03880,0.01182,-0.02125
>10164	1	l1	-0.00570,0.02034,0.00099,0.00823,-0.00558
>10164	1	l2	-0.00534,0.02373,0.00274,0.01206,0.01978
>10164	1	l3	0.00387,0.02652,-0.03987,0.00660,0.00255
>10164	1	l4	-0.00626,0.02822,-0.00156,0.01201,0.00840
>10164	1	l5	-0.04327,0.01576,-0.00213,0.00458,0.00680
>10164	1	l6	0.04977,-0.00405,-0.03740,0.01872,0.00974
>10164	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10164	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10165	1	l1	-0.00025,0.00132,0.00284,-0.01013,-0.01392
>10165	1	l2	-0.01927,-0.00379,0.00870,-0.01241,-0.00513
>10165	1	l3	0.01596,0.00389,-0.03964,0.02193,0.00445
>10165	1	l4	-0.05790,0.00321,-0.00113,-0.01324,-0.00052
>10165	1	l5	-0.02859,-0.00405,-0.01808,-0.01258,-0.00348
>10165	1	l6	0.04977,-0.00405,-0.03740,0.01872,0.00974
>10165	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10165	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10166	1	l1	-0.02255,-0.02431,0.01832,-0.00371,0.02826
>10166	1	l2	-0.01670,0.09775,-0.00670,-0.00736,0.03035
>10166	1	l3	-0.00242,-0.01541,0.03877,-0.01642,0.04479
>10166	1	l4	0.06065,0.12814,0.04400,0.01012,0.04230
>10166	1	l5	-0.06280,-0.04211,-0.02258,0.02171,-0.00480
>10166	1	l6	0.03771,0.16073,-0.00977,-0.00387,0.04070
>10166	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10166	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10167	1	l1	0.01820,-0.03554,-0.04829,-0.01770,0.02439
>10167	1	l2	-0.01166,-0.03487,0.00234,0.00404,0.02089
>10167	1	l3	-0.03475,0.02771,-0.00523,-0.01788,0.01011
>10167	1	l4	0.00194,-0.04543,0.02090,0.01268,-0.00489
>10167	1	l5	0.00000,0.00000,0.00000,0.00000,0.00000
>10167	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>10167	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10167	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10168	1	l1	0.00246,0.00728,-0.00222,0.00657,-0.00980
>10168	1	l2	0.00188,0.01481,0.00127,-0.00658,-0.00786
>10168	1	l3	-0.00580,-0.00199,0.00058,0.01223,0.01331
>10168	1	l4	-0.01577,-0.00509,0.00955,0.01220,0.02047
>10168	1	l5	0.00025,-0.00522,-0.01023,-0.00062,-0.00635
>10168	1	l6	-0.00203,0.00099,-0.01951,-0.00326,-0.01193
>10168	1	l7	0.00505,-0.00339,0.00977,0.00481,0.02404
>10168	1	l8	0.00630,-0.01191,-0.01584,-0.00215,0.00699
>10180	1	l1	0.02099,-0.03062,-0.00690,0.00211,-0.00410
>10180	1	l2	0.00328,-0.00550,-0.00417,0.00943,-0.00902
>10180	1	l3	0.00548,0.02448,-0.00436,0.00807,-0.00429
